rMATS_ID	geneSymbol	Chromosome	Start	End	Intron_Type	rMATS_IncLevelDifference	rMATS_FDR	intron	logef	Hyp	Norm	deltapsi
349	FAM3B	chr21	41345736	41347012	Upstream_Intron	-0.001	0.792736700320628	chr21:41345736:41347013:clu_4260_+	-0.265541020076331	0.903084393296224	0.845651382318674	-0.0574330109775493
360	AGPAT3	chr21	43865345	43903956	Upstream_Intron	-0.265	0.223174438526094	chr21:43865345:43903957:clu_4262_+	0.676327206624502	0.18074630539921	0.350199016653496	0.169452711254286
360	AGPAT3	chr21	43904019	43959633	Downstream_Intron	-0.265	0.223174438526094	chr21:43904019:43959634:clu_4262_+	0.811381561686981	0.234310244032902	0.519625111909029	0.285314867876128
360	AGPAT3	chr21	43865345	43959633	Exclusion_Intron	-0.265	0.223174438526094	chr21:43865345:43959634:clu_4262_+	-1.48770876831148	0.584943450567889	0.130175871437475	-0.454767579130413
363	AGPAT3	chr21	43959859	43960631	Upstream_Intron	0.005	0.999217261653268	chr21:43959859:43960632:clu_4263_+	0.038804553817647	0.0933876813138625	0.103921523288742	0.0105338419748792
363	AGPAT3	chr21	43960779	43967945	Downstream_Intron	0.005	0.999217261653268	chr21:43960779:43967946:clu_4263_+	0.0690851661583457	0.133603552744722	0.153244402858956	0.0196408501142334
363	AGPAT3	chr21	43959859	43967945	Exclusion_Intron	0.005	0.999217261653268	chr21:43959859:43967946:clu_4263_+	-0.107889719975993	0.773008765941415	0.742834073852302	-0.0301746920891126
369	CSTB	chr21	43774759	43776203	Downstream_Intron	0.0	0.395241769925014	chr21:43774759:43776204:clu_4338_-	0.0345558751518566	0.989879195453273	0.990548650999238	0.0006694555459657
382	BTG3	chr21	17598824	17604144	Upstream_Intron	0.088	0.0523383536970728	chr21:17598824:17604145:clu_4314_-	-0.468107003960806	0.15555465000748	0.0499479259373103	-0.105606724070169
382	BTG3	chr21	17604276	17604859	Downstream_Intron	0.088	0.0523383536970728	chr21:17604276:17604860:clu_4314_-	-0.46814133656547	0.156384657631936	0.0502127138360615	-0.106171943795875
382	BTG3	chr21	17598824	17604859	Exclusion_Intron	0.088	0.0523383536970728	chr21:17598824:17604860:clu_4314_-	0.936248340526276	0.688060692360584	0.899839360226628	0.211778667866044
404	EVA1C	chr21	32413013	32453311	Upstream_Intron	0.067	0.601728655198602	chr21:32413013:32453312:clu_4241_+	-0.292083692472491	0.439890654790081	0.346994808079533	-0.0928958467105475
404	EVA1C	chr21	32413013	32467695	Exclusion_Intron	0.067	0.601728655198602	chr21:32413013:32467696:clu_4241_+	0.317440615444015	0.180753112808723	0.262287183521996	0.0815340707132734
406	EVA1C	chr21	32457720	32467695	Downstream_Intron	0.015	0.999217261653268	chr21:32457720:32467696:clu_4241_+	-0.0253569229715238	0.379356232401196	0.39071800839847	0.0113617759972741
406	EVA1C	chr21	32413013	32467695	Exclusion_Intron	0.015	0.999217261653268	chr21:32413013:32467696:clu_4241_+	0.317440615444015	0.180753112808723	0.262287183521996	0.0815340707132734
407	EVA1C	chr21	32457720	32467695	Downstream_Intron	-0.1	0.131444900708661	chr21:32457720:32467696:clu_4241_+	-0.0253569229715238	0.379356232401196	0.39071800839847	0.0113617759972741
418	ATP5PO	chr21	33907453	33909081	Upstream_Intron	-0.012	0.0426312228573135	chr21:33907453:33909082:clu_4326_-	0.251791782168561	0.292473617311434	0.291539936266432	-0.0009336810450011
418	ATP5PO	chr21	33909211	33912288	Downstream_Intron	-0.012	0.0426312228573135	chr21:33909211:33912289:clu_4326_-	0.280027654098739	0.4814223340942	0.493628556235841	0.0122062221416408
418	ATP5PO	chr21	33907453	33912288	Exclusion_Intron	-0.012	0.0426312228573135	chr21:33907453:33912289:clu_4326_-	-0.398799409212483	0.0070998431220793	0.0036924272406495	-0.0034074158814298
419		chr21	33907453	33912288	Upstream_Intron	0.0	0.234928092021501	chr21:33907453:33912289:clu_4326_-	-0.398799409212483	0.0070998431220793	0.0036924272406495	-0.0034074158814298
420		chr21	33914500	33915727	Downstream_Intron	-0.001	0.141873578425712	chr21:33914500:33915728:clu_4327_-	0.8576761971637	0.976643137588952	0.993436993106711	0.0167938555177585
425	PFKL	chr21	44306754	44311005	Downstream_Intron	-0.008	0.378091865301788	chr21:44306754:44311006:clu_4264_+	1.1452082840286	0.229367967667302	0.270102340182097	0.0407343725147954
426	PFKL	chr21	44306754	44312104	Downstream_Intron	-0.021	0.397952654078471	chr21:44306754:44312105:clu_4264_+	-2.1358298546734	0.0493574529662734	0.0021847993717442	-0.0471726535945292
427	PFKL	chr21	44311083	44312104	Downstream_Intron	-0.008	0.234954978567363	chr21:44311083:44312105:clu_4264_+	0.990621570644799	0.721274579366425	0.727712860446159	0.0064382810797337
428	PFKL	chr21	44306754	44311005	Upstream_Intron	-0.079	0.0576395741687423	chr21:44306754:44311006:clu_4264_+	1.1452082840286	0.229367967667302	0.270102340182097	0.0407343725147954
428	PFKL	chr21	44311083	44312104	Downstream_Intron	-0.079	0.0576395741687423	chr21:44311083:44312105:clu_4264_+	0.990621570644799	0.721274579366425	0.727712860446159	0.0064382810797337
428	PFKL	chr21	44306754	44312104	Exclusion_Intron	-0.079	0.0576395741687423	chr21:44306754:44312105:clu_4264_+	-2.1358298546734	0.0493574529662734	0.0021847993717442	-0.0471726535945292
431		chr21	7049060	7081048	Exclusion_Intron	-0.24	0.165593340969795	chr21:7049060:7081049:clu_4190_+	-0.0508172998402713	0.538007996064032	0.517171116926104	-0.0208368791379278
432		chr21	7049060	7080035	Upstream_Intron	0.108	0.842480651178165	chr21:7049060:7080036:clu_4190_+	-0.0539948228888223	0.218611274298862	0.209477849616638	-0.0091334246822238
432		chr21	7049060	7081048	Exclusion_Intron	0.108	0.842480651178165	chr21:7049060:7081049:clu_4190_+	-0.0508172998402713	0.538007996064032	0.517171116926104	-0.0208368791379278
433		chr21	7049060	7080035	Upstream_Intron	0.066	0.658821532696768	chr21:7049060:7080036:clu_4190_+	-0.0539948228888223	0.218611274298862	0.209477849616638	-0.0091334246822238
433		chr21	7049060	7081048	Exclusion_Intron	0.066	0.658821532696768	chr21:7049060:7081049:clu_4190_+	-0.0508172998402713	0.538007996064032	0.517171116926104	-0.0208368791379278
443	ATP5PO	chr21	33904021	33907340	Downstream_Intron	-0.002	0.385148722998728	chr21:33904021:33907341:clu_4326_-	0.246494670723711	0.205971263673413	0.204229034977109	-0.0017422286963045
444	ATP5PO	chr21	33904021	33907340	Exclusion_Intron	0.0	0.999217261653268	chr21:33904021:33907341:clu_4326_-	0.246494670723711	0.205971263673413	0.204229034977109	-0.0017422286963045
445	ATP5PO	chr21	33907453	33909081	Downstream_Intron	-0.021	0.233765720923097	chr21:33907453:33909082:clu_4326_-	0.251791782168561	0.292473617311434	0.291539936266432	-0.0009336810450011
448	ATP5PO	chr21	33904021	33907340	Upstream_Intron	-0.003	0.229003508795323	chr21:33904021:33907341:clu_4326_-	0.246494670723711	0.205971263673413	0.204229034977109	-0.0017422286963045
448	ATP5PO	chr21	33907453	33909081	Downstream_Intron	-0.003	0.229003508795323	chr21:33907453:33909082:clu_4326_-	0.251791782168561	0.292473617311434	0.291539936266432	-0.0009336810450011
449	ATP5PO	chr21	33904021	33907340	Upstream_Intron	-0.045	0.0625484305302703	chr21:33904021:33907341:clu_4326_-	0.246494670723711	0.205971263673413	0.204229034977109	-0.0017422286963045
449	ATP5PO	chr21	33907453	33912288	Downstream_Intron	-0.045	0.0625484305302703	chr21:33907453:33912289:clu_4326_-	-0.398799409212483	0.0070998431220793	0.0036924272406495	-0.0034074158814298
449	ATP5PO	chr21	33904021	33912288	Exclusion_Intron	-0.045	0.0625484305302703	chr21:33904021:33912289:clu_4326_-	-0.379514697778528	0.0130329417988736	0.0069100452799683	-0.0061228965189052
450	ATP5PO	chr21	33909211	33912288	Downstream_Intron	-0.013	0.0576395741687423	chr21:33909211:33912289:clu_4326_-	0.280027654098739	0.4814223340942	0.493628556235841	0.0122062221416408
450	ATP5PO	chr21	33904021	33912288	Exclusion_Intron	-0.013	0.0576395741687423	chr21:33904021:33912289:clu_4326_-	-0.379514697778528	0.0130329417988736	0.0069100452799683	-0.0061228965189052
467	SCAF4	chr21	31696750	31700994	Upstream_Intron	-0.18	0.0579234793867916	chr21:31696750:31700995:clu_4319_-	0.601251173252081	0.266651358628089	0.336532968294042	0.0698816096659529
467	SCAF4	chr21	31701171	31701775	Downstream_Intron	-0.18	0.0579234793867916	chr21:31701171:31701776:clu_4319_-	0.275278892426198	0.587869978131151	0.535546436991845	-0.052323541139306
467	SCAF4	chr21	31696750	31701775	Exclusion_Intron	-0.18	0.0579234793867916	chr21:31696750:31701776:clu_4319_-	-3.05094596188689	0.125131323488922	0.0040956307092558	-0.121035692779667
468	SCAF4	chr21	31703926	31705422	Upstream_Intron	-0.258	0.0576395741687423	chr21:31703926:31705423:clu_4321_-	4.05153986227154	0.45924401204007	0.526011160228975	0.0667671481889049
468	SCAF4	chr21	31705467	31706273	Downstream_Intron	-0.258	0.0576395741687423	chr21:31705467:31706274:clu_4321_-	4.12961845817404	0.38274255288222	0.473987958616348	0.0912454057341276
468	SCAF4	chr21	31703926	31706273	Exclusion_Intron	-0.258	0.0576395741687423	chr21:31703926:31706274:clu_4321_-	-8.18115832044558	0.15801343507771	8.81e-07	-0.158012553923033
471	MRPS6	chr21	34073268	34125340	Upstream_Intron	0.011	0.999217261653268	chr21:34073268:34125341:clu_4247_+	0.574919063150489	0.0362400375817308	0.049489167216184	0.0132491296344532
472	MRPS6	chr21	34073745	34125340	Upstream_Intron	0.02	0.309792328281215	chr21:34073745:34125341:clu_4247_+	1.29007238623696	0.264717993176111	0.739081123079719	0.474363129903608
488	RNF185	chr22	31160303	31187046	Exclusion_Intron	0.006	0.452656098890512	chr22:31160303:31187047:clu_4377_+	-0.17323255062318	0.721429118316362	0.646821435543882	-0.0746076827724798
490	RNF185	chr22	31160303	31187046	Upstream_Intron	-0.029	0.451282853150916	chr22:31160303:31187047:clu_4377_+	-0.17323255062318	0.721429118316362	0.646821435543882	-0.0746076827724798
535	EWSR1	chr22	29288786	29291561	Upstream_Intron	-0.266	0.0297539497623508	chr22:29288786:29291562:clu_4370_+	0.106576570036374	0.250240022345238	0.292312445759108	0.0420724234138694
536	EWSR1	chr22	29288786	29291564	Upstream_Intron	-0.153	0.0282615582760177	chr22:29288786:29291565:clu_4370_+	-0.106576570036374	0.749759977654762	0.707687554240892	-0.0420724234138695
556	RPL23AP7	chr22	50784072	50785172	Downstream_Intron	-0.006	0.540798899986337	chr22:50784072:50785173:clu_4418_+	3.08269201131119	0.0941462362112668	0.195766475268215	0.101620239056948
556	RPL23AP7	chr22	50783864	50785172	Exclusion_Intron	-0.006	0.540798899986337	chr22:50783864:50785173:clu_4418_+	2.98003733856165	0.123585399651659	0.23191036932078	0.108324969669122
557	RPL23AP7	chr22	50784424	50785172	Downstream_Intron	0.075	0.0585890028115011	chr22:50784424:50785173:clu_4418_+	-8.18279552618036	0.0615463250423722	1.64e-06	-0.0615446859689366
557	RPL23AP7	chr22	50783864	50785172	Exclusion_Intron	0.075	0.0585890028115011	chr22:50783864:50785173:clu_4418_+	2.98003733856165	0.123585399651659	0.23191036932078	0.108324969669122
558	RPL23AP7	chr22	50784424	50785172	Downstream_Intron	0.028	0.0645715676915908	chr22:50784424:50785173:clu_4418_+	-8.18279552618036	0.0615463250423722	1.64e-06	-0.0615446859689366
558	RPL23AP7	chr22	50784021	50785172	Exclusion_Intron	0.028	0.0645715676915908	chr22:50784021:50785173:clu_4418_+	2.12006617630752	0.720722039094702	0.572321516337569	-0.148400522757133
559	RPL23AP7	chr22	50783864	50785172	Exclusion_Intron	-0.033	0.417827482148394	chr22:50783864:50785173:clu_4418_+	2.98003733856165	0.123585399651659	0.23191036932078	0.108324969669122
560	RPL23AP7	chr22	50784021	50785172	Exclusion_Intron	-0.022	0.342325220299448	chr22:50784021:50785173:clu_4418_+	2.12006617630752	0.720722039094702	0.572321516337569	-0.148400522757133
581		chr22	23973943	23974306	Downstream_Intron	0.015	0.297165489959417	chr22:23973943:23974307:clu_4431_-	1.69041698411897	0.986396932330372	0.999531074436068	0.0131341421056956
587	RBX1	chr22	40953633	40964046	Downstream_Intron	-0.017	0.0883426228969251	chr22:40953633:40964047:clu_4402_+	0.469051580016339	0.86839700428876	0.93199385866267	0.0635968543739097
592	RBX1	chr22	40953633	40964046	Upstream_Intron	-0.008	0.070839558857596	chr22:40953633:40964047:clu_4402_+	0.469051580016339	0.86839700428876	0.93199385866267	0.0635968543739097
593	RBX1	chr22	40953633	40964046	Upstream_Intron	-0.019	0.399945837457523	chr22:40953633:40964047:clu_4402_+	0.469051580016339	0.86839700428876	0.93199385866267	0.0635968543739097
607	MRTFA	chr22	40552367	40636477	Downstream_Intron	-0.006	0.42456349297784	chr22:40552367:40636478:clu_4474_-	-0.530004103559741	0.751262184848533	0.511334834568259	-0.239927350280275
608	MRTFA	chr22	40552367	40594673	Upstream_Intron	-0.224	0.0576395741687423	chr22:40552367:40594674:clu_4474_-	0.530004103559741	0.248737815151467	0.488665165431741	0.239927350280275
608	MRTFA	chr22	40552367	40636477	Exclusion_Intron	-0.224	0.0576395741687423	chr22:40552367:40636478:clu_4474_-	-0.530004103559741	0.751262184848533	0.511334834568259	-0.239927350280275
611	RAC2	chr22	37231390	37231931	Upstream_Intron	-0.003	0.625849187493894	chr22:37231390:37231932:clu_4456_-	1.22734338730926	0.275440026506655	0.316815673553775	0.0413756470471202
611	RAC2	chr22	37231994	37232800	Downstream_Intron	-0.003	0.625849187493894	chr22:37231994:37232801:clu_4456_-	1.09384049641963	0.410984187859384	0.413642497665977	0.0026583098065932
611	RAC2	chr22	37231390	37232800	Exclusion_Intron	-0.003	0.625849187493894	chr22:37231390:37232801:clu_4456_-	0.71469820986578	0.0084505876763076	0.0058214014228035	-0.002629186253504
612	RAC2	chr22	37231390	37231931	Upstream_Intron	-0.006	0.285591174633105	chr22:37231390:37231932:clu_4456_-	1.22734338730926	0.275440026506655	0.316815673553775	0.0413756470471202
613	RAC2	chr22	37231390	37232800	Upstream_Intron	-0.005	0.333884664804656	chr22:37231390:37232801:clu_4456_-	0.71469820986578	0.0084505876763076	0.0058214014228035	-0.002629186253504
613	RAC2	chr22	37232918	37241586	Downstream_Intron	-0.005	0.333884664804656	chr22:37232918:37241587:clu_4456_-	0.931904342859222	0.284838744456616	0.243821008607664	-0.0410177358489517
614	RAC2	chr22	37231994	37232800	Upstream_Intron	-0.005	0.0758086882001752	chr22:37231994:37232801:clu_4456_-	1.09384049641963	0.410984187859384	0.413642497665977	0.0026583098065932
614	RAC2	chr22	37232918	37241586	Downstream_Intron	-0.005	0.0758086882001752	chr22:37232918:37241587:clu_4456_-	0.931904342859222	0.284838744456616	0.243821008607664	-0.0410177358489517
615	RAC2	chr22	37241658	37244113	Upstream_Intron	0.002	0.999217261653268	chr22:37241658:37244114:clu_4457_-	-0.0152459334288699	0.992848337933606	0.992628543946023	-0.0002197939875833
621	DDX17	chr22	38486440	38487872	Upstream_Intron	-0.008	0.218005463784171	chr22:38486440:38487873:clu_4462_-	-0.0161561651438304	0.479709809923363	0.471651014768553	-0.0080587951548095
622	DDX17	chr22	38486440	38487878	Upstream_Intron	-0.007	0.218051163141517	chr22:38486440:38487879:clu_4462_-	0.0161561651438304	0.520290190076637	0.528348985231447	0.0080587951548094
623	DDX17	chr22	38486440	38487878	Upstream_Intron	-0.008	0.238439531175131	chr22:38486440:38487879:clu_4462_-	0.0161561651438304	0.520290190076637	0.528348985231447	0.0080587951548094
624	DDX17	chr22	38488115	38492055	Exclusion_Intron	0.076	0.0433175208353888	chr22:38488115:38492056:clu_4463_-	0.513379929884985	0.949211853096649	0.981196484325529	0.0319846312288802
625	DDX17	chr22	38488115	38492055	Upstream_Intron	-0.01	0.0658080900440735	chr22:38488115:38492056:clu_4463_-	0.513379929884985	0.949211853096649	0.981196484325529	0.0319846312288802
637	LGALS1	chr22	37675711	37676855	Upstream_Intron	0.0	0.999217261653268	chr22:37675711:37676856:clu_4384_+	-0.816199067957635	0.0181552124151577	0.0036012243511138	-0.0145539880640438
637	LGALS1	chr22	37677065	37678482	Downstream_Intron	0.0	0.999217261653268	chr22:37677065:37678483:clu_4385_+	0.0329502434573794	0.839746134470431	0.819746287486048	-0.0199998469843821
638	LGALS1	chr22	37675711	37676985	Upstream_Intron	0.0	0.999217261653268	chr22:37675711:37676986:clu_4384_+	0.816199067957635	0.981844787584842	0.996398775648886	0.0145539880640438
638	LGALS1	chr22	37677065	37678482	Downstream_Intron	0.0	0.999217261653268	chr22:37677065:37678483:clu_4385_+	0.0329502434573794	0.839746134470431	0.819746287486048	-0.0199998469843821
639	LGALS1	chr22	37677065	37678375	Upstream_Intron	0.004	0.132332720304613	chr22:37677065:37678376:clu_4385_+	-0.235488161997449	0.0234333968454662	0.0174898213856716	-0.0059435754597945
639	LGALS1	chr22	37677065	37678482	Exclusion_Intron	0.004	0.132332720304613	chr22:37677065:37678483:clu_4385_+	0.0329502434573794	0.839746134470431	0.819746287486048	-0.0199998469843821
640	LGALS1	chr22	37677065	37678375	Upstream_Intron	-0.001	0.999217261653268	chr22:37677065:37678376:clu_4385_+	-0.235488161997449	0.0234333968454662	0.0174898213856716	-0.0059435754597945
640	LGALS1	chr22	37678654	37679602	Downstream_Intron	-0.001	0.999217261653268	chr22:37678654:37679603:clu_4385_+	0.2438457395644	0.129610801171728	0.156229625062491	0.0266188238907626
640	LGALS1	chr22	37677065	37679602	Exclusion_Intron	-0.001	0.999217261653268	chr22:37677065:37679603:clu_4385_+	-0.0413078210243303	0.0072096675123752	0.0065342660657891	-0.000675401446586
